Word,Season #,Episode #,Ep name,Speaker,Sentence,Sort order,Episode ID,Count words,Locked
The,2,4,Fun and Games,BU,The sea is my love.,41623,s2e4,5,FALSE
Jesus,2,4,Fun and Games,ET,Jesus Christ. You're still here. I forgot about you.,41628,s2e4,9,FALSE
But,2,4,Fun and Games,BU,But there is a cruel limit to the passion I can share with Her Majesty in this current form.,41637,s2e4,19,FALSE
No,2,4,Fun and Games,ET,"No offense, man, but, uh, I just need you to not be weird right now.",41656,s2e4,15,FALSE
To,2,4,Fun and Games,BU,"To love the sea as she must be loved, requires change.",41671,s2e4,11,TRUE
Oh,2,4,Fun and Games,ET,"Oh, my God.",41682,s2e4,3,FALSE
That's,2,4,Fun and Games,BU,"That's what I learned down in the old gravy basket. Here, hold that. Earth, wind, and fire, reassemble upon Her Majesty. I wanna go higher.",41685,s2e4,25,FALSE
Okay,2,4,Fun and Games,ET,"Okay. Buttons, people don't change, not into birds or otherwise. Buttons? Buttons? Hey. Enough fսckin' around, mate. You're not a fսcking... bird.",41710,s2e4,22,FALSE
fսck,2,4,Fun and Games,ET,"fսck yeah, brother. Fly.",41732,s2e4,4,FALSE
Oh,2,4,Fun and Games,SB,"Oh, Ed.",41736,s2e4,2,FALSE
Ooh,2,4,Fun and Games,ET,Ooh.,41738,s2e4,1,FALSE
Hey,2,4,Fun and Games,SB,"Hey, um, can you come with? It's getting a bit dark, and I-I can't, actually...I can't find my way back to the ship.",41739,s2e4,24,FALSE
Oh,2,4,Fun and Games,ET,"Oh, yeah. Yeah, comin'. Hey! Buttons turned into a seagull!",41763,s2e4,10,FALSE
What,2,4,Fun and Games,SB,What?,41773,s2e4,1,FALSE
Yeah,2,4,Fun and Games,ET,"Yeah, he flew off.",41774,s2e4,4,FALSE
I,2,4,Fun and Games,BU,I won't be eatin' this way when I'm a bird.,41778,s2e4,10,FALSE
You,2,4,Fun and Games,AB,"You won't, will you?",41788,s2e4,4,FALSE
No,2,4,Fun and Games,BU,"No. Pescatarian, he calls it.",41792,s2e4,5,FALSE
So,2,4,Fun and Games,MR,So there's another Mary?,41797,s2e4,4,FALSE
You,2,4,Fun and Games,BU,"You ask me, it's like a non-stop knockin' shop on that ship.",41801,s2e4,12,FALSE
Alright,2,5,The Curse of the Seafaring Life,SB,"Alright, settle in. Edward, AKA Blackbeard, has a few thoughts he'd like to share with us today. Before he begins, I will, uh, remind everyone it takes guts to own up to one's actions. So, let's, let's hear him out.",41813,s2e5,40,FALSE
Wow,2,5,The Curse of the Seafaring Life,ET,Wow. Okay. Didn't think I'd be standing before you again.,41853,s2e5,9,FALSE
again,2,5,The Curse of the Seafaring Life,ET,Certainly not under these circumstances.,41862,s2e5,6,FALSE
I,2,5,The Curse of the Seafaring Life,ET,"I just wanted to start off by saying a big, massive, heartfelt thank you for allowing me back into this community.",41868,s2e5,21,FALSE
I,2,5,The Curse of the Seafaring Life,ET,"I will abide by the guidelines for staying aboard ""The Revenge,"" including wearing this, um, super tight cat collar with a bell on it, so I can't sneak up on people.",41889,s2e5,31,FALSE
No,2,5,The Curse of the Seafaring Life,SB,No sneaking. He's gonna wear the bell.,41920,s2e5,7,FALSE
Perhaps,2,5,The Curse of the Seafaring Life,ET,"Perhaps some of my actions, maybe all of my actions, perhaps me, myself, m-m-maybe I've made some of you feel somewhat...",41927,s2e5,21,FALSE
Murdered,2,5,The Curse of the Seafaring Life,JI,Murdered? Shot? Tortured? Anxious? On edge?,41948,s2e5,6,FALSE
Okay,2,5,The Curse of the Seafaring Life,SB,"Okay. Hey, hey. Come on. Calm down.",41954,s2e5,7,FALSE
Preach,2,5,The Curse of the Seafaring Life,AR,Preach! All of that shit.,41961,s2e5,5,FALSE
And,2,5,The Curse of the Seafaring Life,ET,"And whatever... whatever that nasty, dark stuff was th-that, that, that brought us here, it's in the past. Which is all I want to say, at the end of the day, is we're trying to move the culture forward.",41966,s2e5,39,FALSE
Yeah,2,5,The Curse of the Seafaring Life,SB,Yeah.,42005,s2e5,1,FALSE
And,2,5,The Curse of the Seafaring Life,ET,And I want you all to see this. This here is a ship and it's a space ship.,42006,s2e5,18,FALSE
Safe,2,5,The Curse of the Seafaring Life,SB,Safe space.,42024,s2e5,2,FALSE
it's,2,5,The Curse of the Seafaring Life,ET,It's a safe space ship.,42026,s2e5,5,FALSE
Wow,2,5,The Curse of the Seafaring Life,SB,Wow. There it is.,42031,s2e5,4,FALSE
Yeah,2,5,The Curse of the Seafaring Life,ET,Yeah.,42035,s2e5,1,FALSE
Good,2,5,The Curse of the Seafaring Life,RO,Good landing.,42036,s2e5,2,FALSE
Deep,2,5,The Curse of the Seafaring Life,SB,"Deep. Very, uh, intense and very brave, I think you'll find. Any questions?",42038,s2e5,13,FALSE
Yeah,2,5,The Curse of the Seafaring Life,RO,Yeah.,42051,s2e5,1,FALSE
Roach,2,5,The Curse of the Seafaring Life,SB,Roach.,42052,s2e5,1,FALSE
Did,2,5,The Curse of the Seafaring Life,RO,Did Buttons really turn into a bird or did you kill him?,42053,s2e5,12,FALSE
He,2,5,The Curse of the Seafaring Life,ET,He actually turned into a bird.,42065,s2e5,6,FALSE
Ah,2,5,The Curse of the Seafaring Life,RO,"Ah. Okay. Okay, cool. Still sticking to that one, huh?",42071,s2e5,10,FALSE
Okay,2,5,The Curse of the Seafaring Life,SB,"Okay! Good. We'll just leave it at one question, I think, for now.",42081,s2e5,13,FALSE
Oh,2,5,The Curse of the Seafaring Life,JI,"Oh, no! No! Come on! Help me!",42094,s2e5,7,FALSE
Help,2,5,The Curse of the Seafaring Life,AR,Help! Help!,42101,s2e5,2,FALSE
They,2,5,The Curse of the Seafaring Life,AR,They're torturing...,42103,s2e5,2,FALSE
Please,2,5,The Curse of the Seafaring Life,OL,"Please, I have a family!",42105,s2e5,5,FALSE
Ha-ha-ha,2,5,The Curse of the Seafaring Life,AR,Ha-ha-ha!,42110,s2e5,1,FALSE
So,2,5,The Curse of the Seafaring Life,LS,So we're laughing. Blackbeard's back and we're all just back to it.,42111,s2e5,12,FALSE
Hey,2,5,The Curse of the Seafaring Life,AR,"Hey, bro, that's what happens, ya know? They just... get away with it and we move on.",42123,s2e5,17,FALSE
Yeah,2,5,The Curse of the Seafaring Life,FR,"Yeah, at least he's wearin' the sack.",42140,s2e5,7,FALSE
A-And,2,5,The Curse of the Seafaring Life,BP,A-And the bell. That was my idea.,42147,s2e5,7,FALSE
And,2,5,The Curse of the Seafaring Life,RO,And he apologized.,42154,s2e5,3,FALSE
I,2,5,The Curse of the Seafaring Life,JI,I actually thought it was pretty solid... for him.,42157,s2e5,9,FALSE
And,2,5,The Curse of the Seafaring Life,LS,"And yet, the words ""I'm sorry"" were never mentioned. Did anyone else clock that?",42166,s2e5,14,FALSE
I've,2,5,The Curse of the Seafaring Life,RO,"I've never heard an apology before, so, to me, it was amazing.",42180,s2e5,12,FALSE
Ah,2,5,The Curse of the Seafaring Life,LS,Ah. The bar is on the floor. And you? Are you happy with this?,42192,s2e5,14,FALSE
With,2,5,The Curse of the Seafaring Life,IH,"With what? Pirating? Well... this is a pirate ship and I'm a pirate, so, yeah...I'm good with it. You still mad he pushed you off the ship, twatty?",42206,s2e5,29,FALSE
How,2,5,The Curse of the Seafaring Life,ET,How long do I have to wear this fսcking bell for?,42235,s2e5,11,FALSE
Until,2,5,The Curse of the Seafaring Life,SB,Until the probation ends.,42246,s2e5,4,FALSE
When's,2,5,The Curse of the Seafaring Life,ET,"When's that? What, like, a day?",42250,s2e5,6,FALSE
When,2,5,The Curse of the Seafaring Life,SB,"When the crew are comfortable with you again. And you're not doing insane things, like shooting people's legs off.",42256,s2e5,19,FALSE
So,2,5,The Curse of the Seafaring Life,ET,"So, it's, like, probably more than a day for that.",42275,s2e5,10,FALSE
I,2,5,The Curse of the Seafaring Life,SB,I know it must be odd. I'm sure you didn't apologize for anything when you were Captain.,42285,s2e5,17,FALSE
Oh,2,5,The Curse of the Seafaring Life,ET,"Oh, fսck no. Apologizing? Nah, didn't apologize for jack shit. Then, I'm different and I'm not the Captain anymore, am I? You are.",42302,s2e5,23,FALSE
Yes,2,5,The Curse of the Seafaring Life,SB,"Yes, that's true. But I haven't really felt it since we got back on the ship.",42325,s2e5,16,FALSE
Well,2,5,The Curse of the Seafaring Life,ET,"Well then, say it. You gotta own it. Say it.",42341,s2e5,10,FALSE
What,2,5,The Curse of the Seafaring Life,SB,"What? ""I'm your Captain""?",42351,s2e5,4,FALSE
Give,2,5,The Curse of the Seafaring Life,ET,"Give it more than that. You are the Captain. Now, own it. Come on, say it properly. Go.",42355,s2e5,18,FALSE
I,2,5,The Curse of the Seafaring Life,SB,"I'm your Captain! Wait, I can do it better. I'm your Captain... and I demand respect!",42373,s2e5,16,FALSE
Oh,2,5,The Curse of the Seafaring Life,ET,"Oh, boy.",42389,s2e5,2,FALSE
Please,2,5,The Curse of the Seafaring Life,SB,Please?,42391,s2e5,1,FALSE
Be,2,5,The Curse of the Seafaring Life,ET,"Be the Captain. What would you have me do, Captain, to restore my reputation? Go.",42392,s2e5,15,FALSE
Right,2,5,The Curse of the Seafaring Life,SB,Right. Why don't you... You can...We...Fit in more.,42407,s2e5,10,FALSE
Got,2,5,The Curse of the Seafaring Life,ET,"Got it, fit in more. Yes. Okay.",42417,s2e5,7,FALSE
Yes,2,5,The Curse of the Seafaring Life,SB,"Yes, and be helpful.",42424,s2e5,4,FALSE
Oh,2,5,The Curse of the Seafaring Life,ET,Oh!,42428,s2e5,1,FALSE
There's,2,5,The Curse of the Seafaring Life,SB,There's a lotta things that need doing.,42429,s2e5,7,FALSE
Good,2,5,The Curse of the Seafaring Life,ET,Good goal. Okay. Sure.,42436,s2e5,4,FALSE
So,2,5,The Curse of the Seafaring Life,SB,So you could fix something and stop pissing people off!,42440,s2e5,10,FALSE
Right,2,5,The Curse of the Seafaring Life,ET,"Right away, sir. That was better. Just need to work on your mean voice.",42450,s2e5,14,FALSE
I,2,5,The Curse of the Seafaring Life,SB,I will. I'm Captain! That's my chair! That's the Captain's chair!,42464,s2e5,11,FALSE
Oy,2,5,The Curse of the Seafaring Life,FR,"Oy, shut up!",42475,s2e5,3,FALSE
Sorry,2,5,The Curse of the Seafaring Life,SB,Sorry!,42478,s2e5,1,FALSE
Hello,2,5,The Curse of the Seafaring Life,ET,"Hello, Mr. Latch. It's not your fault you're broken... No. You didn't break you. Just trying to do your job, weren't ya? Alright. Ooh. Ooh, yes. Ooh. Very good. Oh. Oh, hey, friend.",42479,s2e5,33,FALSE
Oh,2,5,The Curse of the Seafaring Life,LS,Oh! fսck you!,42512,s2e5,3,FALSE
Um,2,5,The Curse of the Seafaring Life,ET,Um... I just fixed the door latch. Do you see that?,42515,s2e5,11,FALSE
don't,2,5,The Curse of the Seafaring Life,LS,Don't fսcking look at me.,42526,s2e5,5,FALSE
Mm,2,5,The Curse of the Seafaring Life,ET,"Mm. Yeah, I can tell you've got issues with me.",42531,s2e5,10,FALSE
Issues,2,5,The Curse of the Seafaring Life,LS,Issues? Ed? You're a degenerate.,42541,s2e5,5,FALSE
Hm,2,5,The Curse of the Seafaring Life,ET,Hm.,42546,s2e5,1,FALSE
You,2,5,The Curse of the Seafaring Life,LS,You're sick. You're an actual psycho.,42547,s2e5,6,FALSE
Right,2,5,The Curse of the Seafaring Life,ET,"Right, yeah. Uh, maybe we could get through this a lot faster if you just let it all out in one go.",42553,s2e5,22,FALSE
There,2,5,The Curse of the Seafaring Life,LS,There is nothing you can do that would fix this.,42575,s2e5,10,FALSE
I,2,5,The Curse of the Seafaring Life,ET,I will let you push me off the ship.,42585,s2e5,9,FALSE
Actually,2,5,The Curse of the Seafaring Life,LS,"Actually, that could be huge.",42594,s2e5,5,FALSE
Yeah,2,5,The Curse of the Seafaring Life,ET,Yeah.,42599,s2e5,1,FALSE
Lead,2,5,The Curse of the Seafaring Life,LS,Lead the way.,42600,s2e5,3,FALSE
Oh,2,5,The Curse of the Seafaring Life,SB,"Oh, so this is where all my candles went. And you've used the good ones.",42603,s2e5,15,FALSE
Yep,2,5,The Curse of the Seafaring Life,IH,Yep... I'm having to relearn the basics with one leg.,42618,s2e5,10,FALSE
The,2,5,The Curse of the Seafaring Life,SB,"The basics? Huh. I think my basics might be a bit more basic than your basics. Actually, it recently occurred to me that...",42628,s2e5,23,FALSE
That,2,5,The Curse of the Seafaring Life,IH,"That you know nothing? That you're a shitty Captain, yeah?",42651,s2e5,10,FALSE
I,2,5,The Curse of the Seafaring Life,SB,I don't know about that. But Blackbeard did say he credited you... with a lot of his skills.,42661,s2e5,18,FALSE
Yeah,2,5,The Curse of the Seafaring Life,IH,"Yeah, well, Blackbeard says a lot of things. But what did he say about me s-specifically?",42679,s2e5,16,FALSE
Well,2,5,The Curse of the Seafaring Life,SB,"Well, specifically, he said you taught him everything he knows. Made him the Captain he is today.",42695,s2e5,17,FALSE
Ah,2,5,The Curse of the Seafaring Life,IH,Ah.,42712,s2e5,1,FALSE
Perhaps,2,5,The Curse of the Seafaring Life,SB,Perhaps I could learn at the feet of one of the greats.,42713,s2e5,12,TRUE
Foot,2,5,The Curse of the Seafaring Life,IH,Foot.,42725,s2e5,1,FALSE
Oh,2,5,The Curse of the Seafaring Life,SB,"Oh, yes, foot. Sorry.",42726,s2e5,4,FALSE
Ya,2,5,The Curse of the Seafaring Life,IH,"Ya know, maybe I could teach even you a thing or two. Punch me. Come on, punch me.",42730,s2e5,18,FALSE
Yep,2,5,The Curse of the Seafaring Life,SB,"Yep. Okay. What hand do you want? Oh, that hurt.",42748,s2e5,10,FALSE
Rope,2,5,The Curse of the Seafaring Life,IH,"Rope swinging. Looks easy, but everyone fսcks it up. fսck off. Put your shoulders into it!",42758,s2e5,16,FALSE
Burning,2,5,The Curse of the Seafaring Life,SB,"Burning! Burn, burn, burn, burn!",42774,s2e5,5,FALSE
Gloves,2,5,The Curse of the Seafaring Life,IH,"Gloves were a bit shit, weren't they?",42779,s2e5,7,FALSE
it's,2,5,The Curse of the Seafaring Life,SB,It's burning through the gloves! Ah!,42786,s2e5,6,FALSE
You,2,5,The Curse of the Seafaring Life,IH,"You're in the field. Three men run at you from there, there, and there. Fire!",42792,s2e5,15,FALSE
Ooh,2,5,The Curse of the Seafaring Life,SB,"Ooh, hit something. Ah!",42807,s2e5,4,FALSE
No,2,5,The Curse of the Seafaring Life,RO,"No, no, no!",42811,s2e5,3,FALSE
Oh,2,5,The Curse of the Seafaring Life,SB,"Oh, God.",42814,s2e5,2,FALSE
Ow,2,5,The Curse of the Seafaring Life,FA,"Ow, come on!",42816,s2e5,3,FALSE
Okay,2,5,The Curse of the Seafaring Life,LS,"Okay, so, you say, ""We're having a talent show.""",42819,s2e5,9,FALSE
It,2,5,The Curse of the Seafaring Life,ET,"It, mm, doesn't sound like me. Why would I say that?",42828,s2e5,11,FALSE
Cause,2,5,The Curse of the Seafaring Life,LS,Cause we were having a talent show.,42839,s2e5,7,FALSE
We,2,5,The Curse of the Seafaring Life,ET,We were? Why were we having a talent...,42846,s2e5,8,FALSE
Shut,2,5,The Curse of the Seafaring Life,LS,Shut up! Okay? Shut up and say the line.,42854,s2e5,9,FALSE
What,2,5,The Curse of the Seafaring Life,ET,What was it again?,42863,s2e5,4,FALSE
Ah,2,5,The Curse of the Seafaring Life,LS,"Ah! fսckin' eat my shit, Blackbeard! How does that feel, bitch?!",42867,s2e5,11,FALSE
Cold,2,5,The Curse of the Seafaring Life,ET,Cold! How do you feel?,42878,s2e5,5,FALSE
Yeah,2,5,The Curse of the Seafaring Life,LS,"Yeah. No, I feel... I feel better.",42883,s2e5,7,FALSE
Lucius,2,5,The Curse of the Seafaring Life,ET,"Lucius! I said, ""Are you feeling better?""",42890,s2e5,7,FALSE
I,2,5,The Curse of the Seafaring Life,LS,I feel better. I feel better.,42897,s2e5,6,FALSE
Do,2,5,The Curse of the Seafaring Life,ET,Do you have closure? Lucius... why aren't you answering me? Do you feel better?,42903,s2e5,14,FALSE
Hey,2,5,The Curse of the Seafaring Life,FA,Hey.,42917,s2e5,1,FALSE
Oh,2,5,The Curse of the Seafaring Life,ET,"Oh, hey, Fang.",42918,s2e5,3,FALSE
Whatcha,2,5,The Curse of the Seafaring Life,FA,Whatcha doin'?,42921,s2e5,2,FALSE
Oh,2,5,The Curse of the Seafaring Life,ET,"Oh, not much. Hangin' out on this ladder. Part of my probation.",42923,s2e5,12,FALSE
How's,2,5,The Curse of the Seafaring Life,FA,How's that going?,42935,s2e5,3,FALSE
Pretty,2,5,The Curse of the Seafaring Life,ET,"Pretty good, I think.",42938,s2e5,4,FALSE
Hey,2,5,The Curse of the Seafaring Life,FA,Hey! You wanna come with me?,42942,s2e5,6,FALSE
Yeah,2,5,The Curse of the Seafaring Life,ET,"Yeah, may as well.",42948,s2e5,4,FALSE
I,2,5,The Curse of the Seafaring Life,FA,I'm gonna catch some fishes.,42952,s2e5,5,FALSE
I,2,5,The Curse of the Seafaring Life,ET,I'll jump from here.,42957,s2e5,4,FALSE
Yup,2,5,The Curse of the Seafaring Life,FA,Yup.,42961,s2e5,1,FALSE
Cannonball,2,5,The Curse of the Seafaring Life,ET,Cannonball!,42962,s2e5,1,FALSE
I,2,5,The Curse of the Seafaring Life,IH,I think you're amazing... fascinating.,42963,s2e5,5,FALSE
Go,2,5,The Curse of the Seafaring Life,SB,Go on.,42968,s2e5,2,FALSE
I've,2,5,The Curse of the Seafaring Life,IH,I've never met anyone with such a total lack of skills.,42970,s2e5,11,FALSE
Oh,2,5,The Curse of the Seafaring Life,SB,Oh.,42981,s2e5,1,FALSE
How,2,5,The Curse of the Seafaring Life,IH,"How you are still alive, I cannot say.",42982,s2e5,8,TRUE
I,2,5,The Curse of the Seafaring Life,SB,I do ask myself that question every day.,42990,s2e5,8,TRUE
No,2,5,The Curse of the Seafaring Life,IH,"No, I mean, I've met greater men than you. You know, better fighters, better shooters, better, uh...Well, just better.",42998,s2e5,20,FALSE
Alright,2,5,The Curse of the Seafaring Life,SB,Alright.,43018,s2e5,1,FALSE
But,2,5,The Curse of the Seafaring Life,IH,"But they were all killed. And yet, here you stand.",43019,s2e5,10,FALSE
I,2,5,The Curse of the Seafaring Life,SB,I think being out in the field is my thing. It's like I blackout and my body just takes over. I beat you in a duel.,43029,s2e5,26,FALSE
On,2,5,The Curse of the Seafaring Life,IH,On a fսck¡ng technicality!,43055,s2e5,4,FALSE
Uh,2,5,The Curse of the Seafaring Life,SB,"Uh, might've been. I have no memory of it. Regardless, I think it's time to test my killer skills. Looks like we've got company",43059,s2e5,24,FALSE
Oh,2,5,The Curse of the Seafaring Life,SB,Oh... No. Ugh! What happened here?,43083,s2e5,6,FALSE
Congrats,2,5,The Curse of the Seafaring Life,IH,"Congrats, Bonnet. You've picked the only ship where everyone's dead.",43089,s2e5,10,FALSE
we've,2,5,The Curse of the Seafaring Life,SB,We've got a live one.,43099,s2e5,5,FALSE
Uh,2,5,The Curse of the Seafaring Life,RO,"Uh, what are all these weird lines?",43104,s2e5,7,FALSE
They,2,5,The Curse of the Seafaring Life,BP,They must be really into geometry.,43111,s2e5,6,FALSE
Oh,2,5,The Curse of the Seafaring Life,PRIEST,Oh.,43117,s2e5,1,FALSE
Um,2,5,The Curse of the Seafaring Life,SB,Um... do you want a glass of water?,43118,s2e5,8,FALSE
PRIEST,2,5,The Curse of the Seafaring Life,PRIEST,Estamos viajando al Vaticano buscando un exorcismo.,43126,s2e5,8,FALSE
he's,2,5,The Curse of the Seafaring Life,JI,He's saying this place is cursed.,43134,s2e5,6,FALSE
PRIEST,2,5,The Curse of the Seafaring Life,PRIEST,Este barco no debe saquearse...,43140,s2e5,6,FALSE
If,2,5,The Curse of the Seafaring Life,JI,"If we stay, we'll be cursed. Everything over there is cursed. Everything over there is also cursed, and if we touch anything, we'll be...",43146,s2e5,24,FALSE
Be,2,5,The Curse of the Seafaring Life,SB,Be what?,43170,s2e5,2,FALSE
Okay,2,5,The Curse of the Seafaring Life,JI,"Okay, I'm out.",43172,s2e5,3,FALSE
Well,2,5,The Curse of the Seafaring Life,SB,"Well... hello there. I mean, it's an absolute gem.",43175,s2e5,9,FALSE
Bonnet,2,5,The Curse of the Seafaring Life,IH,"Bonnet, we've gotta go. This place reeks of... dead priests.",43184,s2e5,10,FALSE
Sure,2,5,The Curse of the Seafaring Life,SB,"Sure, but watch the flow. What? Izzy, did you see that? I did a punch! Here's to the perfect raid.",43194,s2e5,20,FALSE
ALL,2,5,The Curse of the Seafaring Life,ALL,Ay!,43214,s2e5,2,FALSE
Hey,2,5,The Curse of the Seafaring Life,FR,Hey. Love the suit.,43216,s2e5,4,FALSE
Oh,2,5,The Curse of the Seafaring Life,RO,"Oh, that shit is decadent. Very Captain-y.",43220,s2e5,7,FALSE
Right,2,5,The Curse of the Seafaring Life,SB,Right? I know!,43227,s2e5,3,FALSE
it's,2,5,The Curse of the Seafaring Life,JI,It's cursed.,43230,s2e5,2,FALSE
What,2,5,The Curse of the Seafaring Life,SB,"What? No, it isn't.",43232,s2e5,4,FALSE
The,2,5,The Curse of the Seafaring Life,JI,The priest literally said that right before he died. Keeping that suit is playing las maracas with the Devil.,43236,s2e5,19,FALSE
Jim,2,5,The Curse of the Seafaring Life,SB,"Jim, I'm sorry there was only one velvety suit. You're most welcome to borrow it. Or, well... look at it. So, I just turned around. I had this...",43255,s2e5,28,FALSE
You,2,5,The Curse of the Seafaring Life,IH,"You know you're gonna have to burn that, right?",43283,s2e5,9,FALSE
What,2,5,The Curse of the Seafaring Life,SB,What? Why?,43292,s2e5,2,FALSE
Crew,2,5,The Curse of the Seafaring Life,IH,Crew thinks it's cursed.,43294,s2e5,4,FALSE
Izzy,2,5,The Curse of the Seafaring Life,SB,"Izzy... you don't believe in curses, do you?",43298,s2e5,8,FALSE
Me,2,5,The Curse of the Seafaring Life,IH,"Me? No, of course not. But the crew do. I've seen an entire command gouge their eyes out on account of one.",43306,s2e5,22,FALSE
Sounds,2,5,The Curse of the Seafaring Life,SB,Sounds to me like syphilis.,43328,s2e5,5,FALSE
A,2,5,The Curse of the Seafaring Life,IH,"A curse is a curse. And once it takes hold well... well, then it takes hold.",43333,s2e5,16,TRUE
How,2,5,The Curse of the Seafaring Life,BP,"How does this look? Kinda... sultry, yet casual?",43349,s2e5,8,FALSE
Yeah,2,5,The Curse of the Seafaring Life,LS,"Yeah, I love that. Love sultry, love caszh. Let's do that.",43357,s2e5,11,FALSE
Or,2,5,The Curse of the Seafaring Life,BP,"Or... do we do something more formal? You draw me as like a... steely lord. Yeah, let's do that. Babe?",43368,s2e5,20,FALSE
Uh,2,5,The Curse of the Seafaring Life,LS,"Uh! Oh, yeah. No, I'm kind of... I'm sort of splitting the difference between the two, and it's, it's nice.",43388,s2e5,20,FALSE
You,2,5,The Curse of the Seafaring Life,BP,You're not even looking at me. You're looking through me. What the hell is this?,43408,s2e5,15,FALSE
Well,2,5,The Curse of the Seafaring Life,LS,"Well, it's not what it looks like.",43423,s2e5,7,FALSE
It,2,5,The Curse of the Seafaring Life,BP,It looks like my body with Blackbeard's face?,43430,s2e5,8,FALSE
Okay,2,5,The Curse of the Seafaring Life,LS,"Okay. Well, it is what it looks like then.",43438,s2e5,9,FALSE
You,2,5,The Curse of the Seafaring Life,BP,"You said you got all this outta your system when you pushed him off the ship. Oh, my God! A flower? With Blackbeard's face on it?",43447,s2e5,26,FALSE
Well,2,5,The Curse of the Seafaring Life,LS,Well...,43473,s2e5,1,FALSE
And,2,5,The Curse of the Seafaring Life,BP,And a... a doggie with Blackbeard's face on it?,43474,s2e5,9,TRUE
You,2,5,The Curse of the Seafaring Life,LS,You have no fսcking idea what I've been through.,43483,s2e5,9,FALSE
What,2,5,The Curse of the Seafaring Life,BP,"What you've been through? Dude! Blackbeard did this to both of us. For weeks, I thought you were dead. I cried every night. I'd wake up in the morning thinking I heard your voice.",43492,s2e5,34,FALSE
Okay,2,5,The Curse of the Seafaring Life,LS,"Okay, yeah. Well, obviously, I've underestimated some stuff. I don't fսckin' know.",43526,s2e5,12,FALSE
Yeah,2,5,The Curse of the Seafaring Life,BP,"Yeah, I guess you did. Come find me when Blackbeard isn't living rent-free in your head. And another thing! You talk all the time about how, how you almost died. But I never hear anything... about the fact that you lived.",43538,s2e5,41,FALSE
Alright,2,5,The Curse of the Seafaring Life,JI,"Alright, as long as no one breaks the salt line, we should be safe.",43579,s2e5,14,FALSE
Ah,2,5,The Curse of the Seafaring Life,SB,"Ah, guys. Oh, come on!",43593,s2e5,5,FALSE
Out,2,5,The Curse of the Seafaring Life,AR,Out! Out!,43598,s2e5,2,FALSE
Come,2,5,The Curse of the Seafaring Life,OL,Come on!,43600,s2e5,2,FALSE
Ridiculous,2,5,The Curse of the Seafaring Life,SB,Ridiculous.,43602,s2e5,1,FALSE
Shut,2,5,The Curse of the Seafaring Life,AR,Shut the door!,43603,s2e5,6,FALSE
Cierra,2,5,The Curse of the Seafaring Life,JI,Cierra la puerta!,43609,s2e5,3,FALSE
Come,2,5,The Curse of the Seafaring Life,AR,Come on! We're doing a...,43612,s2e5,5,FALSE
Oh,2,5,The Curse of the Seafaring Life,FR,"Oh, no. Stop it.",43617,s2e5,4,FALSE
Mm-hmm,2,5,The Curse of the Seafaring Life,RO,Mm-hmm.,43621,s2e5,1,FALSE
That,2,5,The Curse of the Seafaring Life,FR,That is unreal.,43622,s2e5,3,FALSE
Right,2,5,The Curse of the Seafaring Life,RO,"Right? Sweet, salty, sour, crunchy. Hm? I'm going to call it ""peanut paste.""",43625,s2e5,13,FALSE
Ah,2,5,The Curse of the Seafaring Life,SB,"Ah, gents, thanks for your support earlier. It's just really comforting to know that there are men of science aboard who can disregard such idiotic superstition ideas.",43638,s2e5,27,FALSE
Oh,2,5,The Curse of the Seafaring Life,FR,"Oh, yeah. Hate, hate all that nonsense.",43665,s2e5,7,FALSE
Of,2,5,The Curse of the Seafaring Life,RO,Of course. Men of science.,43672,s2e5,5,FALSE
Us,2,5,The Curse of the Seafaring Life,FR,"Us, yeah. Oh, by the way, Roach, don't forget to leave the leftovers out for the fairies, though. Alright. They did help the bread rise. They do deserve their fair cut, right, Captain?",43677,s2e5,33,FALSE
You,2,5,The Curse of the Seafaring Life,RO,You're absolutely right.,43710,s2e5,3,FALSE
Yeah,2,5,The Curse of the Seafaring Life,FR,Yeah.,43713,s2e5,1,FALSE
Always,2,5,The Curse of the Seafaring Life,RO,Always thank the fairies.,43714,s2e5,4,FALSE
Thank,2,5,The Curse of the Seafaring Life,FR,"Thank you, fairies.",43718,s2e5,3,FALSE
Ah,2,5,The Curse of the Seafaring Life,SB,"Ah, yes. That's yeast. I think you're... Doesn't matter. Good.",43721,s2e5,10,FALSE
Oh,2,5,The Curse of the Seafaring Life,FR,Oh. You feel that scratching on your brain?,43731,s2e5,8,FALSE
Huh,2,5,The Curse of the Seafaring Life,RO,Huh?,43739,s2e5,1,FALSE
Scratchin,2,5,The Curse of the Seafaring Life,FR,Scratchin' on... That's no good. Am I okay?,43740,s2e5,8,FALSE
Okay,2,5,The Curse of the Seafaring Life,RO,Okay... Captain's cursed.,43748,s2e5,3,FALSE
Hey,2,5,The Curse of the Seafaring Life,ET,"Hey, um, Fang?",43751,s2e5,3,FALSE
Mm-hmm,2,5,The Curse of the Seafaring Life,FA,Mm-hmm?,43754,s2e5,1,FALSE
Can,2,5,The Curse of the Seafaring Life,ET,Can I ask you something?,43755,s2e5,5,FALSE
Yep,2,5,The Curse of the Seafaring Life,FA,Yep.,43760,s2e5,1,FALSE
You,2,5,The Curse of the Seafaring Life,ET,You think I'm a dіck?,43761,s2e5,5,FALSE
Of,2,5,The Curse of the Seafaring Life,FA,"Of course, you're a dіck. Is that not what you're going for?",43766,s2e5,12,FALSE
